url,product_id,category
https://www.amazon.sa/-/en/Stylus-Rejection-XIRON-Compatible-2018-2022/dp/B07XMM1983/ref=zg_bs_electronics_sccl_6/260-0057919-4346154?psc=1,B07XMM1983,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/652-Tri-Color-Original-Advantage-Cartridge/dp/B018J9MCVI/ref=zg_bs_electronics_sccl_30/260-0057919-4346154?psc=1,B018J9MCVI,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Sandisk-Ultra-Microsdxc-128Gb-100Mb/dp/B08HYFLMFJ/ref=zg_bs_electronics_sccl_12/260-0057919-4346154?psc=1,B08HYFLMFJ,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Anker-Lightning-Powerline-Certified-Charging/dp/B08SQDC24B/ref=zg_bs_electronics_sccl_25/260-0057919-4346154?psc=1,B08SQDC24B,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Apple-AirPods-2nd-Charging-Case/dp/B07NWBVQWK/ref=zg_bs_electronics_sccl_9/260-0057919-4346154?psc=1,B07NWBVQWK,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Apple-EarPods-Lightning-Connector-White/dp/B08VDSXKV3/ref=zg_bs_electronics_sccl_2/260-0057919-4346154?psc=1,B08VDSXKV3,"{'name': 'electronics', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/electronics/'}"
https://www.amazon.sa/-/en/Purina-Blue-Friskies-Mackerel-Adult/dp/B0719R3JF4/ref=zg_bs_pet-supplies_sccl_21/260-0057919-4346154?psc=1,B0719R3JF4,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Furniture-Kittens-Multifunctional-Climbing-Elevated/dp/B0BK3G8SCD/ref=zg_bs_pet-supplies_sccl_16/260-0057919-4346154?psc=1,B0BK3G8SCD,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Aluxon-Remover-Clothes-Durable-4Refills/dp/B09K7YBHL7/ref=zg_bs_pet-supplies_sccl_25/260-0057919-4346154?psc=1,B09K7YBHL7,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Felix-Purina-Looks-Chicken-Jelly/dp/B08YNKH2N9/ref=zg_bs_pet-supplies_sccl_4/260-0057919-4346154?psc=1,B08YNKH2N9,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/PURINA-ONE-Active-Kitten-Chicken/dp/B0B6129WZG/ref=zg_bs_pet-supplies_sccl_26/260-0057919-4346154?psc=1,B0B6129WZG,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Silicone-Feeding-Waterproof-Premium-Non-Stick/dp/B07MX6ZF7N/ref=zg_bs_pet-supplies_sccl_29/260-0057919-4346154?psc=1,B07MX6ZF7N,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Purina-Friskies-Mackerel-Feast-Food/dp/B00E1D8VI0/ref=zg_bs_pet-supplies_sccl_24/260-0057919-4346154?psc=1,B00E1D8VI0,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Purina-Friskies-Ocean-Platter-12099264/dp/B08C5ZM63K/ref=zg_bs_pet-supplies_sccl_30/260-0057919-4346154?psc=1,B08C5ZM63K,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Friskies-Purina-Surfin-Favourites-1-1kg/dp/B01CCWTBP8/ref=zg_bs_pet-supplies_sccl_19/260-0057919-4346154?psc=1,B01CCWTBP8,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Purina-Friskies-Seafood-Sensation-6-5Kg/dp/B07SFR68Y3/ref=zg_bs_pet-supplies_sccl_17/260-0057919-4346154?psc=1,B07SFR68Y3,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Felix-Purina-Looks-Carrot-Jelly/dp/B08YN294N3/ref=zg_bs_pet-supplies_sccl_5/260-0057919-4346154?psc=1,B08YN294N3,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
https://www.amazon.sa/-/en/Purina-Fancy-Feast-Puree-Flakes/dp/B07KX4475L/ref=zg_bs_pet-supplies_sccl_9/260-0057919-4346154?psc=1,B07KX4475L,"{'name': 'pet-supplies', 'url': 'https://www.amazon.sa/-/en/gp/bestsellers/pet-supplies/'}"
